id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
dRhehsEy,TRUE,1.50367E+12,1.50367E+12,24,resign,black,15+15,trelynn17,1132,sassou,1276,d4 Nf6 c4 d5 Nc3 dxc4 e3 b5 a4 b4 Na2 b3 Nb4 e6 Bd2 Ne4 Bxc4 Nxd2 Qxd2 Qd6 Nd3 Qb6 Qb4 Bxb4+,D06,Queen's Gambit Refused: Marshall Defense,4
7rbdtPwO,FALSE,1.50342E+12,1.50342E+12,47,resign,white,30+2,sassou,1276,maougnassou,1308,e4 e5 Nf3 Nc6 Bc4 h6 d4 d6 dxe5 Nxe5 Nxe5 dxe5 Qxd8+ Kxd8 O-O Be6 Rd1+ Kc8 Bxe6+ fxe6 h4 Nf6 f3 Bc5+ Kh1 g5 Bd2 gxh4 Bc3 a5 Bxe5 Be7 Nc3 Ra6 Ne2 Nh5 Bxh8 Rc6 g4 Rxc2 Nd4 Ng3+ Kg1 Rxb2 Nxe6 h3 Bxb2,C55,Italian Game: Anti-Fried Liver Defense,6
ahwTovI0,TRUE,1.50342E+12,1.50342E+12,37,resign,black,15+15,laeufer26,1228,sassou,1266,e4 Nf6 e5 Nd5 c4 Nb6 c5 Nd5 d4 d6 Bc4 e6 Nf3 Be7 Qa4+ Bd7 Bb5 c6 Bc4 b5 Qc2 bxc4 exd6 Bf6 Qxc4 O-O O-O Bc8 Re1 Ba6 Qa4 Bb5 Qc2 Nb4 Qe2 Bxe2 Rxe2,B02,Alekhine Defense: Two Pawn Attack |  Lasker Variation,7
fgK91ojo,TRUE,1.50342E+12,1.50342E+12,24,resign,black,15+15,sassou,1273,popsun,1409,e4 c6 d4 d5 exd5 Qa5+ Bd2 Qxd5 Be3 Bf5 Nc3 Qa5 Bc4 Be4 Nf3 Bxf3 gxf3 Nf6 O-O e6 Qe1 Bb4 Ne4 Bxe1,B13,Caro-Kann Defense: Exchange Variation,5
Cmhkui8U,TRUE,1.50341E+12,1.50341E+12,9,resign,white,15+15,mdaboczi,1338,sassou,1277,d4 d5 e3 e6 c4 Bb4+ Nd2 dxc4 Qa4+,D00,Queen's Pawn Game #2,3
TRpFAEWd,TRUE,1.50316E+12,1.50316E+12,47,mate,white,15+15,sassou,1263,marktop1,1336,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Qe2 Nbd7 f3 e6 f4 Qa5+ Bd2 Qh5 Qxh5 Nxh5 Be2 Nxf4 Bxf4 e5 Ne6 exf4 Nc7+ Kd8 Nxa8 Nf6 O-O Bd7 Rxf4 Kc8 e5 dxe5 Rc4+ Bc6 Bf3 e4 Be2 Kb8 Nc3 Kxa8 h3 e3 Bf3 Bxf3 Rc8#,B57,Sicilian Defense: Modern Variations |  Main Line,8
btHFH9xr,TRUE,1.50316E+12,1.50316E+12,85,mate,white,15+15,rougethunder,1316,sassou,1273,c4 e5 g3 d5 cxd5 Qxd5 Nf3 g5 Nc3 Qc6 Bg2 g4 Nh4 Qe6 O-O Be7 Bd5 Qa6 Nf5 Bxf5 e4 Be6 Qb3 c6 Bxe6 fxe6 Qxe6 c5 Qxe5 Qf6 Qh5+ Qg6 Qe5 Qf6 Qh5+ Kf8 Nd5 Qd6 Qf5+ Nf6 Qc8+ Qd8 Qxb7 Nbd7 Nc7 Rb8 Ne6+ Ke8 Nxd8 Rxb7 Nxb7 Nxe4 d3 Ng5 Bxg5 Bxg5 Nd6+ Ke7 Ne4 Nf6 Rfe1 Nxe4 Rxe4+ Kf6 Rxg4 h6 Rc1 Bxc1 Rc4 Bxb2 Rxc5 Rd8 Rc6+ Kg5 h4+ Kf5 Rxh6 Rxd3 Rh5+ Kg4 Rb5 Rd1+ Kg2 Bc3 f3#,A20,English Opening: King's English Variation,2
G9xaiPFl,TRUE,1.50314E+12,1.50314E+12,39,mate,white,15+15,sassou,1248,shobik24,1253,e4 h5 d4 d5 exd5 Qxd5 g4 Bxg4 f3 Bxf3 Nxf3 Qe4+ Be2 f6 Nc3 Qe6 d5 Qb6 Na4 Qa5+ Nc3 e5 dxe6 g5 Bd2 Qb6 Bc4 Qxb2 Nd5 c6 Nc7+ Ke7 O-O b5 Bb3 h4 Bb4+ c5 Bxc5#,B00,Goldsmith Defense,2
RkMlSx4r,TRUE,1.50313E+12,1.50313E+12,58,mate,black,15+15,maninayebi,1335,sassou,1233,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 O-O e3 d5 cxd5 exd5 Qb3 Bxc3 Bxc3 Nfd7 Qxd5 Nb6 Qxd8 Rxd8 Nf3 Bf5 Be2 Nc6 O-O Na4 a3 Nxc3 bxc3 b5 Rab1 a6 Bxb5 axb5 Rxb5 Bd3 Rc5 Bxf1 Rxc6 Bb5 Rxc7 Rxa3 Ne5 Ba6 g3 Rc8 Ra7 Rcxc3 Rxf7 Rab3 Rd7 Rc8 Ra7 Bb7 h4 Rc1+ Kh2 Rh1#,E20,Nimzo-Indian Defense,6
Z1CTghfR,TRUE,1.50313E+12,1.50313E+12,95,mate,white,15+15,sassou,1223,agilm,1189,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7 Kxf7 Qf3+ Qf6 Bxd5+ Ke7 Qxf6+ gxf6 O-O Nd4 Nc3 Nxc2 Rb1 Kd6 Be4 Nd4 d3 f5 Bd5 f4 g3 f3 Be4 Ne2+ Nxe2 fxe2 Re1 Bg4 f3 Bxf3 Bxf3 Ke6 Rxe2 Rd8 Bf4 Rxd3 Rxe5+ Kf7 Bxb7 h5 Ba6 h4 Bxd3 Bd6 Rf5+ Ke7 Bg5+ Ke6 Bxh4 c5 Re1+ Kd7 Bb5+ Kc7 Rf7+ Kb6 Re6 Kxb5 Rxd6 a5 Rb7+ Kc4 b3+ Kc3 Bf6+ Kc2 Bxh8 Kb1 h4 Kxa2 g4 a4 bxa4 c4 g5 c3 Bxc3 Ka3 Bb4+ Kxa4 g6 Kb3 g7 Kc4 g8=Q#,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
X4QqWp8Q,TRUE,1.50313E+12,1.50313E+12,2,resign,black,15+15,pune123,1443,sassou,1204,e4 Nf6,B02,Alekhine Defense,2
R6dF4yRx,TRUE,1.50309E+12,1.50309E+12,97,mate,white,15+15,failedocean,1227,sassou,1216,d4 d5 c4 Nf6 c5 Bf5 Nf3 Bxb1 Rxb1 Nc6 g3 Nb4 Bg2 Nxa2 Bf4 b6 c6 e6 Qb3 Nb4 O-O Nxc6 Ne5 Nxd4 Qa4+ b5 Qxd4 Bd6 Nc6 Qd7 Bxd6 cxd6 Nb4 e5 Qd2 a5 Ra1 O-O Nxd5 Nxd5 Qxd5 Qe6 Qxe6 fxe6 Bxa8 Rxa8 e4 d5 exd5 exd5 b4 e4 bxa5 d4 Rfe1 Re8 a6 b4 a7 Ra8 Rxe4 d3 Rxb4 d2 Rba4 d1=Q+ Rxd1 Kf7 Rb1 Kg6 Rb8 Rxa7 Rxa7 Kf5 Rb5+ Ke4 Ra4+ Kd3 Rb3+ Kc2 Rab4 Kc1 Ra3 g6 Rc4+ Kb1 Rb3+ Ka2 Rcb4 h5 h4 g5 hxg5 h4 gxh4 Ka1 Ra4#,D06,Queen's Gambit Refused: Marshall Defense,4
PLxCc87r,TRUE,1.50309E+12,1.50309E+12,12,draw,draw,15+15,sassou,1215,lumipa,1219,e4 e5 Nf3 Nc6 Bc4 Qe7 d3 Nf6 Bg5 h6 Bxf6 Qxf6,C50,Italian Game,5
p7a4FGwp,TRUE,1.50309E+12,1.50309E+12,30,resign,white,15+15,fastandbulbous420,1227,sassou,1227,e4 Nf6 Nc3 e5 Bc4 Bc5 Nf3 Nc6 Ng5 O-O Bxf7+ Rxf7 Nxf7 Kxf7 O-O Ne8 d3 d6 Nd5 Nf6 Qe2 Nxd5 exd5 Nd4 Qh5+ g6 Qxh7+ Kf6 Qh4+ g5,C50,Four Knights Game: Italian Variation,8
3udM9T6k,TRUE,1.50309E+12,1.50309E+12,43,mate,white,10+0,minimouf,1550,sassou,1225,d4 Nf6 c4 e6 Nf3 Bb4+ Bd2 Bxd2+ Nbxd2 O-O e4 d5 e5 Ne4 Bd3 Ng5 O-O Nxf3+ Nxf3 dxc4 Bxc4 Nc6 Rc1 Rb8 a3 b5 Bd3 Nxd4 Ne1 Bb7 Qh5 g6 Qh6 Qd5 Qg5 f5 Qf4 Nb3 Rxc7 Nc5 Qh6 Nxd3 Qxh7#,E11,Bogo-Indian Defense: Exchange Variation,8
hkMNenrh,TRUE,1.50308E+12,1.50308E+12,11,resign,white,15+15,goodolddaystr,1325,sassou,1234,e4 Nf6 f3 e5 c3 Be7 d4 exd4 cxd4 c5 d5,B02,Alekhine Defense,2
jrmlULM0,TRUE,1.50306E+12,1.50306E+12,72,mate,black,15+15,gonzalogp98,1212,sassou,1221,e4 Nf6 e5 Nd5 Nc3 Nxc3 bxc3 d6 f4 dxe5 fxe5 Qd5 Nf3 Qe4+ Be2 f5 d4 Nc6 O-O e6 a4 Be7 Ba3 Qe3+ Kh1 Qxc3 Bxe7 Nxe7 Qd3 Qxd3 Bxd3 O-O c3 Ng6 Bc4 Bd7 Rab1 Bc6 Bxe6+ Kh8 Bxf5 Rxf5 c4 Bxa4 Rxb7 Bc6 Rxc7 Bxf3 gxf3 Nf4 Rb1 Ne6 Re7 Nxd4 Rbb7 h5 e6 Raf8 Rxg7 Nxe6 Rh7+ Kg8 c5 Rxf3 c6 Rf1+ Kg2 R8f2+ Kg3 Rf3+ Kg2 Nf4#,B02,Alekhine Defense: Saemisch Attack,5
JbLparSt,TRUE,1.50306E+12,1.50306E+12,156,mate,black,15+15,sassou,1226,vladimir_shindin,1478,e4 e5 Nf3 Bb4 Nxe5 Qe7 Nd3 Qxe4+ Be2 Qxg2 Bf3 Qg6 Nxb4 Qe6+ Qe2 c6 Qxe6+ dxe6 d4 Nf6 Bg5 Nbd7 Bxf6 Nxf6 O-O Bd7 Nc3 O-O-O a4 a5 b3 axb4 Ne2 Nd5 c4 Nf6 d5 Rhe8 dxe6 Bxe6 a5 Kb8 Rfd1 c5 Rxd8+ Rxd8 a6 bxa6 Rxa6 Rd1+ Kg2 Rb1 Ra8+ Kc7 Ra7+ Kd6 Ra6+ Ke5 Ra5 Nd7 Bc6 Kd6 Bxd7 Bxd7 Ra6+ Bc6+ Kg3 Rxb3+ f3 Rxf3+ Kh4 Re3 Nf4 Re4 Kg3 Rxc4 Ra7 Be8 Ra6+ Ke7 Nd5+ Kf8 Ra8 g6 Nc7 Re4 Kf3 Re7 Nd5 Rb7 Nf6 Re7 Nd5 b3 Nxe7 Kxe7 Rb8 Bc6+ Ke3 Bd5 Kd3 Kd6 Kc3 c4 Rd8+ Ke6 Rc8 h5 h4 Ke5 Re8+ Be6 Kd2 Kf5 Kc3 Kg4 Kb4 Kxh4 Kc3 Kg3 Kb2 h4 Rh8 h3 Rxh3+ Kxh3 Ka1 Kg2 Kb1 g5 Ka1 g4 Kb1 g3 Kb2 Kf2 Ka1 g2 Kb2 g1=Q Ka3 Qa1+ Kb4 b2 Kc5 Qa5+ Kd4 Qd5+ Kc3 Qd3+ Kb4 Qb3+ Ka5 b1=Q Ka6 Q1a2#,C40,King's Knight Opening,3
mqZFkCf3,TRUE,1.50306E+12,1.50306E+12,18,resign,black,25+0,sassou,1228,martin74,1626,d4 d5 c4 e6 cxd5 exd5 Nc3 a6 e4 dxe4 Nxe4 Be7 Qe2 Nc6 Nc3 Nxd4 Bg5 Nxe2,D30,Queen's Gambit Declined,4
dZn9WLT5,FALSE,1.50305E+12,1.50306E+12,77,mate,white,10+2,gotochess,1191,sassou,1228,d4 Nf6 Nc3 e6 e4 d5 e5 Nfd7 Nf3 Bb4 Bg5 f6 Bd2 fxe5 Nxe5 Nxe5 dxe5 d4 Ne4 Bxd2+ Qxd2 Qh4 Bd3 b6 O-O-O c5 Nd6+ Kd7 Nxc8 Rxc8 g3 Qh5 f4 Nc6 Rde1 Nb4 Bb5+ Kc7 a3 Nd5 Be2 Qf7 Ref1 Ne3 Rf2 Qd7 h4 g6 g4 Qc6 Bf3 Qb5 Be2 Qe8 h5 gxh5 gxh5 Nd5 Rg1 Ne7 Rg7 Qc6 Rxe7+ Kb8 Bg4 Qh1+ Qd1 Qxd1+ Kxd1 Rg8 Bxe6 Rg1+ Kd2 Rh1 Rg2 Rxh5 Rg8#,C11,French Defense: Classical Variation |  Steinitz Variation,7
MgL176RS,TRUE,1.50305E+12,1.50305E+12,32,resign,black,30+0,quent0,1422,sassou,1210,e4 Nf6 e5 Nd5 c4 Nb6 d4 d6 Bf4 dxe5 Bxe5 Be6 d5 Bd7 Nc3 e6 Qh5 g6 Qf3 Rg8 Bf6 Be7 dxe6 Bxe6 Qxb7 N8d7 Bxe7 Qxe7 O-O-O Nc5 Nb5 Nxb7,B02,Alekhine Defense: Two Pawn Attack,5
V16nc5AF,TRUE,1.50305E+12,1.50305E+12,35,resign,white,15+15,dangerflaps,1186,sassou,1223,e4 Nf6 Nc3 e5 f4 exf4 d4 c5 Nf3 cxd4 Nxd4 Bc5 Bxf4 Bxd4 Qxd4 Nc6 Qe3 Qe7 O-O-O h6 e5 Nh5 Bc4 g5 Bg3 Nxg3 Qxg3 Nxe5 Nb5 O-O Rhe1 d6 Rxd6 Nd3+ Bxd3,C28,Vienna Game: Vienna Gambit,5
GT8TdRlm,TRUE,1.50305E+12,1.50305E+12,85,mate,white,15+15,sassou,1212,shazzam9999,1212,e4 g6 d4 h5 Bc4 e6 Bf4 d5 exd5 exd5 Bb3 Bb4+ c3 Bg4 f3 Qh4+ g3 Qe7+ Qe2 Bxf3 Nxf3 Ba5 Bxd5 c6 Qxe7+ Kxe7 Be4 b5 O-O Nf6 Be5 Nxe4 Bxh8 Nxc3 bxc3 Nd7 Re1+ Kd6 Be5+ Nxe5 dxe5+ Ke6 Nd4+ Kd5 e6 f5 e7 Re8 Ne6 Bb6+ Kg2 Rxe7 Nf4+ Kd6 Rxe7 Kxe7 Nxg6+ Ke6 Nd2 a5 Re1+ Kf6 Ne5 b4 cxb4 axb4 Nxc6 Kg5 Nxb4 Ba5 h4+ Kg4 a3 Bc7 Nf1 Bd8 Nc6 Bf6 a4 Bc3 Rc1 Bb2 Rc2 Bf6 Ne3#,B06,Modern Defense,2
2P2u5f63,TRUE,1.50305E+12,1.50305E+12,50,resign,black,15+15,sassou,1228,chessn00b47,1343,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 d4 Qxd4 Be2 e5 Nc3 Be6 Be3 Qxd1+ Rxd1 Bb4 a3 Bxc3+ bxc3 Ne4 Bf3 Nxc3 Rc1 e4 Bh5 g6 Bd1 Nxd1 Rxd1 Bxc4 Rc1 Bd5 Rd1 O-O-O Ne2 Bc4 Rc1 Ne5 Bxa7 Nd3+ Kf1 Nxc1 f4 Rd1+ Kf2 Rxh1 Nxc1 Rxc1,B01,Scandinavian Defense: Panov Transfer,6
15nlkNRf,TRUE,1.50414E+12,1.50414E+12,111,resign,white,10+10,japonxino,1865,isachess,1862,Nf3 Nf6 d4 e6 e3 c5 c3 Nc6 Nbd2 d5 Bd3 c4 Bc2 Bd6 O-O b5 a3 O-O Re1 Bd7 e4 dxe4 Nxe4 a5 Nxd6 b4 Nxc4 bxc3 bxc3 Nd5 Bd2 Qc7 Ne3 Nce7 c4 Nxe3 Rxe3 Qxc4 Rc3 Qb5 Rc5 Qb6 Rb1 Qd8 Bf4 Bc6 Ne5 Qc8 Nxc6 Nxc6 Be4 Ra6 Qf3 Qd7 Rxc6 Rxc6 Bxc6 Qxd4 g3 e5 Be3 Qd3 a4 Qxb1+ Kg2 Qb4 Qe4 Qxe4+ Bxe4 Rb8 Bd2 g6 Bc6 f5 Bxa5 Kf7 Bc7 Rc8 Bd5+ Kf6 Bb6 e4 a5 Ke5 Bb7 Rc2 a6 f4 gxf4+ Kxf4 a7 Ra2 Be3+ Kf5 a8=Q Rxa8 Bxa8 h5 Kg3 g5 h4 g4 Bb7 Ke5 Bc6 Kf5 Be8 Kf6 Bxh5 Kg7 Bxg4,A46,Yusupov-Rubinstein System,5
xwl41jna,TRUE,1.50395E+12,1.50395E+12,65,outoftime,white,7+2,isachess,1852,roshan_ie,1852,e4 c5 Nf3 Nc6 Bb5 a6 Be2 d6 O-O Nf6 Nc3 e5 Re1 Nd4 Bf1 Bg4 Be2 Nxe2+ Qxe2 Be7 d3 O-O Bg5 Nd7 Bd2 Nb8 Nd5 Nc6 Nxe7+ Qxe7 Qe3 Bxf3 Qxf3 Nd4 Qd1 f5 c3 Nc6 exf5 Rxf5 Re3 Raf8 Qb3+ Kh8 Rf1 b5 Qd5 Nd8 d4 Qb7 Qxd6 exd4 cxd4 cxd4 Qxd4 Qf7 Rg3 Ne6 Qg4 Kg8 Bc3 Rxf2 Rf3 Rxf1+ Kxf1,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
1zRjgcqm,TRUE,1.5038E+12,1.50381E+12,73,resign,white,15+0,cliff_walker,1833,isachess,1863,d4 Nf6 c4 c5 e3 cxd4 exd4 d6 Nf3 g6 Nc3 Bg7 Bd3 O-O h3 Nc6 O-O Bd7 a3 Rc8 b4 a6 Be3 e6 Qd2 Ne7 Bh6 Re8 Bxg7 Kxg7 Rac1 d5 c5 a5 Ne5 axb4 axb4 Ra8 Ra1 Nc6 Rxa8 Qxa8 Nxc6 bxc6 b5 Rb8 b6 Bc8 Rb1 Qb7 g4 Ra8 Qf4 Qb8 Qxb8 Rxb8 Ra1 Bb7 Ra7 Ng8 Kg2 Kf8 g5 Ne7 Kf3 Nc8 Ra1 Ra8 Rxa8 Bxa8 Ba6 Nxb6 cxb6,A56,Benoni Defense,4
vfnLULoh,TRUE,1.50369E+12,1.50369E+12,125,resign,white,15+0,isachess,1851,sergej1956,1918,e4 c5 Nf3 g6 Nc3 Bg7 Bb5 a6 Be2 Nc6 O-O b5 a3 Bb7 d3 Nd4 Re1 Nxe2+ Qxe2 d6 Rb1 Nh6 e5 O-O exd6 exd6 Bf4 Nf5 Ne4 Re8 Qd1 Bxe4 dxe4 Nd4 c3 Nxf3+ Qxf3 Be5 Rbd1 Qf6 Bxe5 Qxf3 gxf3 dxe5 Rd5 c4 Kf1 Kg7 Ke2 Kf6 Ke3 Red8 Red1 Rxd5 Rxd5 Ke6 f4 exf4+ Kxf4 f5 Re5+ Kf6 exf5 g5+ Ke4 Rd8 Re6+ Kf7 Rxa6 Rd2 Ra7+ Kf6 Rxh7 Rxf2 Rh6+ Kf7 h4 gxh4 Rxh4 Rxb2 Rh7+ Kf6 Rh6+ Kf7 Rb6 Rb3 Kd4 Rxa3 Rxb5 Kf6 Kxc4 Ra4+ Kb3 Rf4 Rb8 Ke7 Rb5 Kf6 c4 Rf3+ Kb4 Rf4 Rd5 Rf1 Kb5 Rb1+ Kc6 Rc1 c5 Ke7 Rd6 Rb1 f6+ Kf7 Kc7 Rc1 c6 Rb1 Kd7 Ra1 c7 Ra7 Kd8 Ra8+ c8=Q,B27,Sicilian Defense: Hyperaccelerated Dragon,4
ut6LIGPI,TRUE,1.50363E+12,1.50363E+12,76,resign,black,15+0,isachess,1861,pogrib,1844,e4 e5 Nf3 Nc6 Bc4 h6 c3 Nf6 O-O Bc5 d4 exd4 cxd4 Be7 Re1 O-O Bd2 d6 Bc3 Be6 d5 Ne5 dxe6 Nxc4 exf7+ Kh8 Qb3 Nb6 Nh4 d5 Ng6+ Kh7 Nxf8+ Qxf8 e5 Ne4 e6 Nxc3 Nxc3 c6 Ne2 Nc4 Qc2+ g6 Nf4 Qg7 Rad1 Nd6 Rd3 Ne4 Rxe4 dxe4 Rd7 Bg5 Qxe4 Bxf4 Qxf4 Rf8 Qb4 a5 Qxb7 Qe5 Rd1 Qxe6 Qa7 Rxf7 Qxa5 Qe2 Qd2 Rxf2 Qd7+ Kg8 Qd8+ Rf8 Qd6 Qf2+,C55,Italian Game: Anti-Fried Liver Defense,6
1KbSJtjs,TRUE,1.50362E+12,1.50363E+12,65,outoftime,white,10+0,isachess,1853,tartetatin,1774,e4 e5 Nf3 Nc6 Bb5 Nf6 Ng5 Bc5 d3 O-O h4 Nd4 Ba4 b5 Bb3 Nxb3 axb3 d5 Nc3 dxe4 Ncxe4 Nxe4 Nxe4 Bb6 Qh5 Bb7 Ng5 h6 f3 Qd4 Ne4 Bxe4 fxe4 Qf2+ Kd1 Rad8 Qxe5 Rfe8 Qf5 Qxg2 Rf1 f6 Bd2 Re5 Qf3 Qh2 Rh1 Qf2 Qxf2 Bxf2 Ke2 Bg3 Rxa7 Rh5 Rxc7 Bxc7 Bc3 Bg3 Be1 Bxe1 Kxe1 Ra8 Kd2 Ra2 Kc3,C65,Ruy Lopez: Berlin Defense #2,6
cqrATt9o,TRUE,1.50362E+12,1.50362E+12,41,mate,white,10+0,juncinmestrella,1910,isachess,1862,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Be3 Be7 h3 Bd7 a3 Nc6 Qd2 Rc8 Ba2 O-O O-O Nxd4 Bxd4 Qa5 Bxf6 gxf6 Qh6 Rxc3 bxc3 Qxc3 Bb3 Bc6 Rae1 Kh8 Re3 Qe5 Rg3 Bxe4 Qg7#,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
deKfSOPy,TRUE,1.50362E+12,1.50362E+12,59,resign,white,10+0,isachess,1851,robinhood76,1890,e4 e6 Nf3 d5 exd5 exd5 d4 Bd6 Bd3 Ne7 Bg5 f6 Bh4 O-O Bg3 Nf5 c4 Nxg3 hxg3 Re8+ Kf1 c6 Bxh7+ Kf8 Bg6 Be6 Bxe8 Qxe8 Qe2 Ke7 cxd5 cxd5 Nc3 Kf7 Re1 Qd7 a3 Nc6 Rh5 Kg6 Nh4+ Kf7 Nxd5 Nxd4 Qd3 Be5 Nc3 Rc8 Kg1 Nf5 Qxd7+ Bxd7 Nxf5 g6 Rh7+ Kg8 Rxd7 gxf5 Red1,C00,French Defense: Knight Variation,3
vQ1psjxd,TRUE,1.5036E+12,1.5036E+12,70,resign,black,15+5,tohaimr7,1860,isachess,1840,e4 c5 Nf3 d6 c3 Nf6 d3 Bg4 Be2 Nc6 a3 e6 h3 Bh5 Nbd2 Be7 O-O O-O Qb3 Qc7 Qc2 d5 exd5 Nxd5 Ne4 Rfd8 Re1 Nf4 Bxf4 Qxf4 Nh2 Bxe2 Qxe2 Ne5 Rad1 Rac8 g3 Qf5 Kg2 c4 d4 Nd3 Rf1 Qg6 f4 f5 Nf2 Nxf4+ Kf3 Nxe2 Kxe2 Qxg3 Nf3 Bf6 Rg1 Qc7 h4 Qb6 Rd2 e5 dxe5 Rxd2+ Nxd2 Bxe5 Nf3 Re8 Kf1 Qxb2 Nxe5 Rxe5,B50,Sicilian Defense: Delayed Alapin,5
k1qV5HHz,TRUE,1.50355E+12,1.50355E+12,34,resign,white,25+25,zpectral-chess,1828,isachess,1848,e4 c5 Nf3 d6 Bb5+ Nc6 c4 a6 Ba4 Bd7 Nc3 Nf6 O-O e6 d4 cxd4 Nxd4 Be7 Be3 O-O Bc2 Qc7 f4 Rfd8 Qf3 Bf8 Nde2 Nb4 Rac1 Qxc4 Bb3 Qxe4 Nxe4 Nxe4,B51,Sicilian Defense: Canal-Sokolsky Attack,5
QQ3iIM2V,TRUE,1.50346E+12,1.50346E+12,69,outoftime,white,8+0,javier_temperley,1855,isachess,1858,Nh3 d5 g3 Nf6 Bg2 c5 f4 e6 Nf2 Nc6 d3 d4 e4 e5 O-O exf4 Bxf4 Be7 Nd2 Be6 a3 Qd7 e5 Nd5 Nfe4 h6 Nb3 b6 Qd2 g5 Bxg5 hxg5 Nxg5 Ne3 Nxe6 Qxe6 Rf2 Nxg2 Kxg2 Qxe5 Re1 Qd5+ Kg1 O-O-O Qf4 Rdf8 Qg4+ Kc7 Nd2 Rhg8 Qf4+ Bd6 Qf6 Rg6 Qh4 Re6 Ne4 Be7 Qh7 Kd8 Ref1 Ne5 Qh5 Qd7 Rf5 Bd6 Nf6 Qe7 Nd5,E00,Amar Opening,1
GppFo58m,TRUE,1.50345E+12,1.50345E+12,63,resign,white,10+10,isachess,1847,jadesummer,1895,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5 c3 d6 d4 exd4 cxd4 Bb6 d5 Ba5+ Bd2 Bxd2+ Nbxd2 b5 dxc6 bxa4 Qxa4 Nf6 O-O O-O Rfe1 Re8 Nf1 Qe7 Ng3 Bg4 Nd4 Qe5 h3 Bc8 Re3 Rb8 b3 Qc5 Rae1 Rb4 e5 Rxa4 exf6 Rxe3 Rxe3 Kf8 fxg7+ Kxg7 bxa4 Qxd4 Re7 Qxa4 Rxc7 Be6 Kh2 Bd5 Rd7 Qxc6 Rxd6 Qb7 Nf5+,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
BoDJGVyk,TRUE,1.50345E+12,1.50345E+12,107,resign,white,10+10,jadesummer,1885,isachess,1856,e4 c5 Nf3 d6 Nc3 a6 a3 Nf6 Bc4 e6 d3 Nc6 Ba2 Be7 h3 Bd7 Ng5 Qc7 Bd2 Nd4 Nf3 Nb5 g4 Nxc3 Bxc3 h6 Nd2 d5 exd5 exd5 Bxf6 Bxf6 Qe2+ Kd8 O-O-O Bc6 Rhe1 Qf4 Qe3 Qxe3 Rxe3 Kc7 Rde1 Kd6 f4 Rae8 Rxe8 Rxe8 Rxe8 Bxe8 Nf3 b5 c3 c4 dxc4 dxc4 Kd2 Bc6 Nd4 Bxd4 cxd4 Bg2 h4 Bf3 g5 hxg5 hxg5 f6 Ke3 Bg2 gxf6 gxf6 Bb1 Kd5 Bf5 Bf1 Be4+ Kd6 Kf2 Bd3 Bxd3 cxd3 Ke3 f5 Kxd3 Kd5 b3 a5 Ke3 b4 axb4 axb4 Kd3 Kc6 Kc4 Kb6 Kxb4 Kc6 Kc4 Kd6 b4 Kc6 b5+ Kd6 d5 Kc7 Kc5,B50,Sicilian Defense,4
tqirXAEm,TRUE,1.50344E+12,1.50344E+12,58,resign,white,30+0,isachess,1847,borvel,1802,d4 h6 Nf3 b5 e4 b4 c4 Bb7 Bd2 a5 Bd3 e6 O-O d5 cxd5 exd5 e5 Bc8 Be3 Bg4 Be2 Ne7 Nbd2 g5 Nb3 Nf5 Qd3 Be7 h3 Bh5 g4 Nxe3 fxe3 Bg6 Qb5+ c6 Qb7 Nd7 Qxc6 Rc8 Qxd5 O-O Rac1 Kg7 Qxa5 f5 exf6+ Nxf6 Qxd8 Rcxd8 Nc5 Bf7 Ne5 Bxa2 b3 Nd5 Ne6+ Kg8,A40,Queen's Pawn,1
GLC4oNZR,FALSE,1.50344E+12,1.50344E+12,34,resign,black,20+5,isachess,1847,homayoni,1856,e4 c6 Nf3 d5 Nc3 Bg4 d4 e6 h3 Bh5 exd5 cxd5 Bf4 Bd6 Ne5 Bxd1 Bb5+ Nc6 Nxc6 bxc6 Bxc6+ Ke7 Bxd6+ Kxd6 Bxa8 Qxa8 Rxd1 Qb7 b3 Qb4 Rd3 Nf6 O-O Rc8,B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,6
